Name_EN,Address_EN,Latitude,Longitude,Facility_Type
Lions Kidney Educational Centre and Research Foundation (L.K.E.C) - Chan Wong Sau Wah Memorial Renal Dialysis Centre,"FLAT A & B, 1/F, TAI HING BUILDING, 132 UN CHAU STREET, SHAM SHUI PO DISTRICT, KOWLOON",22.3342502,114.161074,PrivatehealthcarefacilitiesunderCap633
Skincentral,"ROOM 1220, 12/F, CENTRAL BUILDING, 1 PEDDER STREET, CENTRAL & WESTERN DISTRICT, HONG KONG",22.2811707,114.157369,PrivatehealthcarefacilitiesunderCap633
Clinic of Dr Chow Sin Ming and Dr Sze Wai Man,"ROOM 1302, 13/F, GRAND CENTRE, 8 HUMPHREYS AVENUE, YAU TSIM MONG DISTRICT, KOWLOON",22.298666,114.17358,PrivatehealthcarefacilitiesunderCap633
Lions Kidney Educational Centre and Research Foundation Day Dialysis Centre,"FLAT A & B, G/F, TAI HING BUILDING, 132 UN CHAU STREET, SHAM SHUI PO DISTRICT, KOWLOON",22.3342478,114.161082,PrivatehealthcarefacilitiesunderCap633
Asia Cancer & Haematology Centre,"ROOM 1225 & 1228, 12/F, GRAND PLAZA, OFFICE TOWER 1, 639 NATHAN ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.317939,114.16951,PrivatehealthcarefacilitiesunderCap633
Trinity Medical Imaging Centre,"ROOM B, 7/F & 22/F, ENTERTAINMENT BUILDING, 30 QUEEN'S ROAD CENTRAL, CENTRAL & WESTERN DISTRICT, HONG KONG",22.281525,114.15644,PrivatehealthcarefacilitiesunderCap633
Dr Au Wing Yan,"ROOM 1108, 11/F, CRAWFORD HOUSE, 70 QUEEN'S ROAD CENTRAL, CENTRAL & WESTERN DISTRICT, HONG KONG",22.282649,114.15559,PrivatehealthcarefacilitiesunderCap633
Amo Oncology Centre Limited,"ROOM 1311-1312, 13/F, OCEAN  CENTRE, 5 CANTON ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.2962595,114.168902,PrivatehealthcarefacilitiesunderCap633
"Hong Kong Oncology Center, Dr. Sham Shun Tong, Jonathan, Specialist in Clinical Oncology","ROOM 302, 3/F, CENTRAL BUILDING, 1 PEDDER STREET, CENTRAL & WESTERN DISTRICT, HONG KONG",22.2811637,114.157362,PrivatehealthcarefacilitiesunderCap633
Hong Kong Kidney Foundation Limited (Jockey Club Dialysis Centre),"SHOP 123-130, G/F, TAK WO HOUSE, WO CHE ESTATE, SHA TIN DISTRICT, NEW TERRITORIES",22.3873845,114.194707,PrivatehealthcarefacilitiesunderCap633
Dr Ma Shing Yan Clinic,"SUITE 1715, 17/F, HANG LUNG CENTRE, 2-20 PATERSON STREET, WAN CHAI DISTRICT, HONG KONG",22.280414,114.18602,PrivatehealthcarefacilitiesunderCap633
Chiron Medical (Central Specialist Centre),"ROOM 2601-2604 & 2606-2608, 26/F, 9 QUEEN'S ROAD CENTRAL, CENTRAL & WESTERN DISTRICT, HONG KONG",22.280268,114.158423,PrivatehealthcarefacilitiesunderCap633
Oncwell Integrated Cancer Centre,"ROOM 1601, 16/F, HANG LUNG CENTRE, 2-20 PATERSON STREET, WAN CHAI DISTRICT, HONG KONG",22.28043,114.18602,PrivatehealthcarefacilitiesunderCap633
Agape Oncology Center,"7/F, HIP SHING HONG KOWLOON CENTRE, 192-194 NATHAN ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.30345,114.17198,PrivatehealthcarefacilitiesunderCap633
Dr. George Au,"ROOM 609, 6/F, CENTRAL BUILDING, 3 PEDDER STREET, CENTRAL & WESTERN DISTRICT, HONG KONG",22.281179,114.15737,PrivatehealthcarefacilitiesunderCap633
Hong Kong Integrated Oncology Centre,"SUITES 305-308, 3/F & 4/F, CHAMPION TOWER, 3 GARDEN ROAD, CENTRAL & WESTERN DISTRICT, HONG KONG",22.2784555,114.160643,PrivatehealthcarefacilitiesunderCap633
Dr Paul Cheng's Clinic,"ROOM 1619, 16/F, CENTRAL BUILDING, 1-3 PEDDER STREET, CENTRAL & WESTERN DISTRICT, HONG KONG",22.281244,114.15737,PrivatehealthcarefacilitiesunderCap633
Hong Kong United Oncology Centre,"ROOM 2001-2006, 20/F, 238 NATHAN ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.304946,114.17195,PrivatehealthcarefacilitiesunderCap633
Anchor Oncology Hematology Centre,"FLAT 1401, 14/F, OCEAN CENTRE, HARBOUR CITY, NO.5, CANTON ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.2962595,114.168902,PrivatehealthcarefacilitiesunderCap633
Central Medical Practice,"ROOM 1501-1504 & ROOM 1532, 15/F, PRINCE'S BUILDING, 10 CHATER ROAD, CENTRAL & WESTERN DISTRICT, HONG KONG",22.281414,114.1592,PrivatehealthcarefacilitiesunderCap633
OA Eye Surgery Centre,"10/F, 700 NATHAN ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.320636,114.16948,PrivatehealthcarefacilitiesunderCap633
Ophthalmic Surgery & Cataract Center (Tsuen Wan),"ROOM 2006, 20/F, KOLOUR TSUEN WAN 1, 68 CHUNG ON STREET, TSUEN WAN DISTRICT, NEW TERRITORIES",22.370663,114.11774,PrivatehealthcarefacilitiesunderCap633
Yan's Clinic,"12/F, PRINCE TOWER, 12A PEKING ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.2965379,114.171314,PrivatehealthcarefacilitiesunderCap633
Quality HealthCare Specialty Centre,"FLAT 601-605, 6/F, HONG KONG PACIFIC CENTRE, 28 HANKOW ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.297144,114.17127,PrivatehealthcarefacilitiesunderCap633
Humansa Central HD Endoscopy,"ROOM 1511, 15/F, NEW WORLD TOWER 1, 18 QUEEN'S ROAD CENTRAL, CENTRAL & WESTERN DISTRICT, HONG KONG",22.280717,114.15709,PrivatehealthcarefacilitiesunderCap633
One Medical Doctors Group & Day Surgical Centre,"FLAT 1308-9, 13/F, KORNHILL PLAZA OFFICE TOWER, 1 KORNHILL ROAD, EASTERN DISTRICT, HONG KONG",22.285015,114.216122,PrivatehealthcarefacilitiesunderCap633
Hong Kong Eye Alliance Limited,"FLAT 1920A-1921, 19/F, ARGYLE CENTRE PHASE 1, 688 NATHAN ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.3198645,114.169727,PrivatehealthcarefacilitiesunderCap633
Cheer Health Liver & Digestive Endoscopy Centre,"ROOM 1302, 13/F, MCDONALD'S BUILDING, 46-54 YEE WO STREET, WAN CHAI DISTRICT, HONG KONG",22.279537,114.18591,PrivatehealthcarefacilitiesunderCap633
Dr. C K Hung Clinic,"ROOM 1310, 13/F, CHAMPION BUILDING, 301-309 NATHAN ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.3056124,114.171373,PrivatehealthcarefacilitiesunderCap633
Humansa Kwai Fong HD Endoscopy,"UNIT 1905-1906, 19/F, METROPLAZA TOWER 2, 223 HING FONG ROAD, KWAI TSING DISTRICT, NEW TERRITORIES",22.357464,114.12633,PrivatehealthcarefacilitiesunderCap633
Eye and Face,"ROOM 905A, 9/F, 26 NATHAN ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.295873,114.172636,PrivatehealthcarefacilitiesunderCap633
Professional Aesthetic Surgery Centre,"ROOM 3701, 37/F, WORLD TRADE CENTRE, 280 GLOUCESTER ROAD, WAN CHAI DISTRICT, HONG KONG",22.2819587,114.184171,PrivatehealthcarefacilitiesunderCap633
Yan Kin Musculoskeletal Pain Centre,"ROOM 1211, 12/F, CHAMPION BUILDING, 301-309 NATHAN ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.3056006,114.171371,PrivatehealthcarefacilitiesunderCap633
HK Medical,"ROOM 2102-2107, 21/F, 700 NATHAN ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.3206197,114.169472,PrivatehealthcarefacilitiesunderCap633
Revive Musculoskeletal Pain Centre,"ROOM 818, 8/F, GRAND PLAZA, OFFICE TOWER 1, 639 NATHAN ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.317853,114.169388,PrivatehealthcarefacilitiesunderCap633
Dr. Ng Siu Kai Clinic,"ROOM 1503A, 15/F, ARGYLE CENTRE PHASE 1, 688 NATHAN ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.3198474,114.169685,PrivatehealthcarefacilitiesunderCap633
Drs Anderson & Partners Surgery and Oncology Integrated Centre,"14/F, ENTERTAINMENT BUILDING, 30 QUEEN'S ROAD CENTRAL, CENTRAL & WESTERN DISTRICT, HONG KONG",22.2814699,114.156444,PrivatehealthcarefacilitiesunderCap633
The IVF Clinic,"ROOM 1313, 13/F, CENTRAL TOWER, 28 QUEEN'S ROAD CENTRAL, CENTRAL & WESTERN DISTRICT, HONG KONG",22.2811499,114.156801,PrivatehealthcarefacilitiesunderCap633
Hong Kong IVF Centre Limited,"ROOM 1322-1325, 13/F, OCEAN CENTRE, 5 CANTON ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.2962595,114.168902,PrivatehealthcarefacilitiesunderCap633
Dr. Roentgen & Partners Medical Imaging,"2/F, KAILEY TOWER, 16 STANLEY STREET, CENTRAL & WESTERN DISTRICT, HONG KONG",22.2819117,114.155751,PrivatehealthcarefacilitiesunderCap633
Yuen Long Eye Surgery Centre,"SHOP C01, G/F & M/F, LEE KWAN BUILDING, 35-47 ON LOK ROAD, YUEN LONG DISTRICT, NEW TERRITORIES",22.4454717,114.031891,PrivatehealthcarefacilitiesunderCap633
Pretty Eyes Laboratory,"FLAT 3808-3811, 38/F, METROPLAZA TOWER 1, 223 HING FONG ROAD, KWAI FONG, KWAI TSING DISTRICT, NEW TERRITORIES",22.3579935,114.126702,PrivatehealthcarefacilitiesunderCap633
KH Lam Musculoskeletal Pain Management & Sports Injury Centre,"ROOM 305-306, 3/F, TELFORD HOUSE, 16 WANG HOI ROAD, KWUN TONG DISTRICT, KOWLOON",22.3229508,114.211093,PrivatehealthcarefacilitiesunderCap633
Hong Kong Eye Comprehensive Clinic,"23/F, SILVERCORP INTERNATIONAL TOWER, 707-713 NATHAN ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.3204193,114.168899,PrivatehealthcarefacilitiesunderCap633
Hong Kong Gastrointestinal Endoscopy Centre,"18/F, GRAND CENTRE, 8 HUMPHREYS AVENUE, YAU TSIM MONG DISTRICT, KOWLOON",22.2986205,114.173586,PrivatehealthcarefacilitiesunderCap633
Hong Kong Eye Centre (Central),"FLAT 1416-1417, 14/F, PRINCE'S BUILDING, 10 CHATER ROAD, CENTRAL & WESTERN DISTRICT, HONG KONG",22.2812137,114.159209,PrivatehealthcarefacilitiesunderCap633
Elite Clinic,"26/F, 26 NATHAN ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.2958676,114.172641,PrivatehealthcarefacilitiesunderCap633
New Medical Center,"ROOM 1706-1712, 17/F, MIRA PLACE, TOWER A, 132 NATHAN ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.30115,114.17265,PrivatehealthcarefacilitiesunderCap633
Health Care Physiotherapy Centre,"ROOM 1009-1010, 10/F, HANG SHING BUILDING, 363 NATHAN ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.3079417,114.171008,PrivatehealthcarefacilitiesunderCap633
Sure Care Medical Centre (Tai Po),"SHOP 352-353, 2/F, TAI PO MEGA MALL ZONE E, 3 PO WU LANE, TAI PO DISTRICT, NEW TERRITORIES",22.4497946,114.168659,PrivatehealthcarefacilitiesunderCap633
Virtus Medical Centre - VMT,"5-12/F & 15-19/F, VIRTUS MEDICAL TOWER, 122 QUEEN'S ROAD CENTRAL, CENTRAL & WESTERN DISTRICT, HONG KONG",22.2838008,114.154482,PrivatehealthcarefacilitiesunderCap633
Sure Care Medical Centre (Jordan),"FLAT 1901-1904, 19/F, 238 NATHAN ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.3048338,114.171959,PrivatehealthcarefacilitiesunderCap633
EC Specialists Premium,"12/F, OFFICE TOWER, LANGHAM PLACE, YAU TSIM MONG DISTRICT, KOWLOON",22.3185667,114.168548,PrivatehealthcarefacilitiesunderCap633
Wilson Eye Surgery And Laser Centre,"ROOM 1225, 12/F, HARBOUR CITY, OCEAN CENTRE, 5 CANTON ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.2963849,114.168901,PrivatehealthcarefacilitiesunderCap633
Hong Kong Eye Surgery Centre,"ROOM 2301-2305, 23/F, MELBOURNE PLAZA, 33 QUEEN'S ROAD CENTRAL, CENTRAL & WESTERN DISTRICT, HONG KONG",22.2823646,114.15661,PrivatehealthcarefacilitiesunderCap633
"Hong Kong Eye, Laser and Microscopic Surgery Centre","ROOM 902, 9/F, CAPITOL CENTRE, 5-19 JARDINE'S BAZAAR, WAN CHAI DISTRICT, HONG KONG",22.2797321,114.184571,PrivatehealthcarefacilitiesunderCap633
"Hong Kong Eye, Laser and Microscopic Surgery Centre (TST)","ROOM 1007-1008, 10/F, HANG SENG TSIMSHATSUI BUILDING, 18 CARNARVON ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.2990149,114.173391,PrivatehealthcarefacilitiesunderCap633
Albert Eye Centre,"ROOM 905, 9/F, ALBION PLAZA, 2-6 GRANVILLE ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.2994323,114.172589,PrivatehealthcarefacilitiesunderCap633
Dr. John H. Boey,"ROOM 1206, 12/F, MELBOURNE PLAZA, 33 QUEEN'S ROAD CENTRAL, CENTRAL & WESTERN DISTRICT, HONG KONG",22.2823799,114.156607,PrivatehealthcarefacilitiesunderCap633
Yan's Group,"ROOM 1001, 10/F, ON LOK YUEN BUILDING, 25 DES VOEUX ROAD CENTRAL, CENTRAL & WESTERN DISTRICT, HONG KONG",22.2828138,114.15738,PrivatehealthcarefacilitiesunderCap633
Hong Kong Assisted Reproduction Centre,"ROOM 1502, 15/F, HENLEY BUILDING, 5 QUEEN'S ROAD CENTRAL, CENTRAL & WESTERN DISTRICT, HONG KONG",22.2802787,114.159028,PrivatehealthcarefacilitiesunderCap633
Dr. Ricky W. K. Wu,"19/F, HUMPHREY PLAZA, 4-4A HUMPHREYS AVENUE, YAU TSIM MONG DISTRICT, KOWLOON",22.2984418,114.173026,PrivatehealthcarefacilitiesunderCap633
Prolivfic A.R.T. Centre,"16/F, TOWER 2, NEW WORLD TOWER, 16-18 QUEEN'S ROAD CENTRAL, CENTRAL & WESTERN DISTRICT, HONG KONG",22.280343,114.156848,PrivatehealthcarefacilitiesunderCap633
C-MER Eye Center,"SUITE 1512, 1515, 1518 & 1525, 15/F, CENTRAL BUILDING, 3 PEDDER STREET, CENTRAL & WESTERN DISTRICT, HONG KONG",22.2811767,114.157364,PrivatehealthcarefacilitiesunderCap633
Exact Endoscopy & Diagnostic Centre (TST),"ROOM 510-513, 5/F, HONG KONG PACIFIC CENTRE, 28 HANKOW ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.2971102,114.171275,PrivatehealthcarefacilitiesunderCap633
"Community Specialty Clinic, Our Lady of Maryknoll Hospital Limited","3/F, OPD BLOCK, 118 SHATIN PASS ROAD, WONG TAI SIN DISTRICT, KOWLOON",22.3456216,114.196586,PrivatehealthcarefacilitiesunderCap633
C-MER Eye Surgery Center,"FLAT 1236, 12/F, OFFICE TOWER 1, GRAND PLAZA, 625 & 639 NATHAN ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.3179544,114.169433,PrivatehealthcarefacilitiesunderCap633
C-MER Eye Center (Yuen Long),"G/F & M/F, SHING SHUN BUILDING, 45 & 47 CASTLE PEAK ROAD, YUEN LONG DISTRICT, NEW TERRITORIES",22.4446389,114.030452,PrivatehealthcarefacilitiesunderCap633
Dr Lee Wang Yat Paco,"ROOM 2508, 25/F, HANG LUNG CENTRE, 2-20 PATERSON STREET, WAN CHAI DISTRICT, HONG KONG",22.2804372,114.186015,PrivatehealthcarefacilitiesunderCap633
Humanity and Health Medical Centre,"ROOM 1401-1402, 14/F & ROOM 2101, 21/F, 9 QUEEN'S ROAD CENTRAL, CENTRAL & WESTERN DISTRICT, HONG KONG",22.2802733,114.158422,PrivatehealthcarefacilitiesunderCap633
Hong Kong Ophthalmic Specialists,"ROOM 1001-1005 & 1029-1037, 10/F, OFFICE TOWER 1, GRAND PLAZA, 639 NATHAN ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.3179467,114.169384,PrivatehealthcarefacilitiesunderCap633
NuMe Day Procedure Center,"ROOM 2505, 25/F, SINO PLAZA, 255-257 GLOUCESTER ROAD, WAN CHAI DISTRICT, HONG KONG",22.2814896,114.182366,PrivatehealthcarefacilitiesunderCap633
Clarity Eye Centre,"ROOM 703-706, 7/F & 9-10/F, WAI FUNG PLAZA, 664 NATHAN ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.3192053,114.16966,PrivatehealthcarefacilitiesunderCap633
Hong Kong Laser Eye Centre,"7/F & 9/F, KAISENG COMMERCIAL CENTRE, 4-6 HANKOW ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.2960294,114.171522,PrivatehealthcarefacilitiesunderCap633
Dr. Li Ting Ho Eric,"ROOM 910, 9/F, HONG KONG PACIFIC CENTRE, 28 HANKOW ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.2971106,114.171275,PrivatehealthcarefacilitiesunderCap633
Health On Musculoskeletal Sports Injury and Family Medicine Centre,"ROOM 201, 2/F, FAR EAST CENTRE, 135-143 CASTLE PEAK ROAD, TSUEN WAN DISTRICT, NEW TERRITORIES",22.3709957,114.119234,PrivatehealthcarefacilitiesunderCap633
238 Day Surgery & Endoscopy Centre,"ROOM 1610-1611, 16/F, 238 NATHAN ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.304806,114.17193,PrivatehealthcarefacilitiesunderCap633
Hong Kong Professional Eye Surgery & Laser Centre,"ROOM 1101, 11/F, HING WAI BUILDING, 36 QUEEN'S ROAD CENTRAL, CENTRAL & WESTERN DISTRICT, HONG KONG",22.281845,114.156253,PrivatehealthcarefacilitiesunderCap633
Perfect Union Medical Centre,"ROOM 604-607, 6/F, TWO GRAND TOWER, 625 NATHAN ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.3176366,114.169487,PrivatehealthcarefacilitiesunderCap633
Dr. Lee Wing Hong Rupert (Healthy Vision Eye Centre),"ROOM 802-803, 8/F, HANG SENG TSIMSHATSUI BUILDING, 18 CARNARVON ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.2990015,114.173388,PrivatehealthcarefacilitiesunderCap633
KPM Healthcare Centre,"UNIT 01-100, 1/F, THE KOWLOON HOTEL SHOPPING ARCADE, 19-21 NATHAN ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.2958992,114.171874,PrivatehealthcarefacilitiesunderCap633
Champion Eye & Refractive Surgery Centre [Jordan],"12/F, 238 NATHAN ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.30483,114.17193,PrivatehealthcarefacilitiesunderCap633
MediPoint,"ROOM 602A, 6/F, HAMPTON LOFT, 11 HOI FAN ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.3208126,114.15564,PrivatehealthcarefacilitiesunderCap633
Skin Health & Laser Centre,"ROOM 505, 5/F, MELBOURNE PLAZA, 33 QUEEN'S ROAD CENTRAL, CENTRAL & WESTERN DISTRICT, HONG KONG",22.28237,114.15661,PrivatehealthcarefacilitiesunderCap633
FPAHK Day Procedure Centre,"9/F, SOUTHORN CENTRE, 130 HENNESSY ROAD, WAN CHAI DISTRICT, HONG KONG",22.2772514,114.172758,PrivatehealthcarefacilitiesunderCap633
HKBH Ambulatory Medical Centre,"UNIT 02, 2/F, MANULIFE PLACE, 348 KWUN TONG ROAD, KWUN TONG DISTRICT, KOWLOON",22.31522,114.21715,PrivatehealthcarefacilitiesunderCap633
Adamant Dental Centre Limited,"FLAT 1102, 11/F, HING WAI BUILDING, 36 QUEEN'S ROAD CENTRAL, CENTRAL & WESTERN DISTRICT, HONG KONG",22.2818539,114.156255,PrivatehealthcarefacilitiesunderCap633
Adamant Dental Centre Limited,"ROOM 1431, 14/F, OCEAN CENTRE, 5 CANTON ROAD, YAU TSIM MONG DISTRICT, KOWLOON",22.296474,114.16891,PrivatehealthcarefacilitiesunderCap633
TWGHs Endoscopy Centre,"2/F, KIANGSU AND CHEKIANG BUILDING, 16 NORTH POINT ROAD, EASTERN DISTRICT, HONG KONG",22.2919418,114.1967,PrivatehealthcarefacilitiesunderCap633
Cheers Dental Care,"ROOM 607, 6/F, TOWER 1 ADMIRALTY CENTRE, 18 HARCOURT ROAD, CENTRAL & WESTERN DISTRICT, HONG KONG",22.279554,114.16478,PrivatehealthcarefacilitiesunderCap633
Dr. William Cheung & Associates,"ROOM 503, 5/F, CHINA BUILDING, 29 QUEEN'S ROAD CENTRAL, CENTRAL & WESTERN DISTRICT, HONG KONG",22.281799,114.15684,PrivatehealthcarefacilitiesunderCap633
